"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"A78343977","31745000","2018","4560000","GONZALEZ GARCIA, ALEJANDRO ANTONIO","7120 - Ensayos y análisis técnicos","CALLE TRESPADERNE, 29 - 3ª PLANTA","es.proveedores@sgs.com","619","Desconocido","1986-10-03","2018-12-31","SOCIEDAD ANONIMA","28042 MADRID (Madrid)","GENERAL DE SERVICIOS I T V SA","Desconocido","Activa","[914044278]","['www.serviciositv.es']","grande"
"A78563178","19014236","2018","1964420.29","GALINDO GARBAY, ALEJANDRO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","PASEO CASTELLANA, 259 - D PISO 7","ingenieria@ohl.es","55","[913676045]","1987-09-25","2018-12-31","SOCIEDAD ANONIMA","28046 MADRID (Madrid)","OHL INDUSTRIAL MINING AND CEMENT SA.","Desconocido","Activa","[912683169]","['www.ohlindustrial.com']","mediana"
"A78954591","14543509.81","2017","60101.21","GARCIA RODRIGUEZ, VERONICA","4121 - Construcción de edificios residenciales","PASEO CHOPERA, 9","moguerza@moguerza.com","60","Desconocido","1988-12-07","2017-12-31","SOCIEDAD ANONIMA","28045 MADRID (Madrid)","CONSTRUCCIONES MOGUERZA SA","Desconocido","Activa","[914739775, 914745699]","['www.moguerza.com']","mediana"
"A80381148","20055567.01","2017","339332.4","Desconocido","6619 - Otras actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones","CALLE EUCALIPTO, 33 - PISO 6","ibertasa@mad.ibertasa.com","127","[915619569]","1992-07-15","2017-12-31","SOCIEDAD ANONIMA","28016 MADRID (Madrid)","IBERTASA SA (EXTINGUIDA)","Desconocido","Extinción","[915613388, 915642881, 915649606, 954502249]","['www.ibertasa.com']","mediana"
"A80447147","1166652.71","2018","420168.9","ARRIBAS TORRES, ANTONIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE VIZCONDE DE MATAMALA, 7","administracion@atc.com","19","[915931763]","1992-10-05","2018-12-31","SOCIEDAD ANONIMA","28028 MADRID (Madrid)","AUXITEC TECNICA Y CONTROL SA","Desconocido","Activa","[914561068, 915914433, 914182110]","['www.auxitec.es']","pequeña"
"A80592462","26120667.96","2018","180303.63","ESTEBAN HERRANZ, RAUL","4121 - Construcción de edificios residenciales","PLAZA SAN JUAN DE LA CRUZ, 1 - 3º D","jmsalgado@hocensa.com","40","Desconocido","1993-04-16","2018-12-31","SOCIEDAD ANONIMA","28003 MADRID (Madrid)","HOCENSA EMPRESA CONSTRUCTORA SA","Desconocido","Activa","[949200059]","['www.hocensa.com']","pequeña"
"A81038143","3202155.51","2018","300506.05","SANTOS NAVARRO, JOSE","4110 - Promoción inmobiliaria","CALLE CEA BERMUDEZ, 66 - 7º C","santher@santher.es","13","[913993452]","1994-12-03","2018-12-31","SOCIEDAD ANONIMA","28003 MADRID (Madrid)","SANTHER DESARROLLOS DE EDIFICACION SA","Desconocido","Activa","[923220660, 913993479]","['www.santher.es']","pequeña"
"A81726168","4586603.03","2018","72144","SANCHEZ ORTIZ, JESUS IGNACIO","4321 - Instalaciones eléctricas","CALLE DE LA TURBINA, 9","admin@area2instalaciones.es","18","[913090963]","1997-05-06","2018-12-31","SOCIEDAD ANONIMA","28522 RIVAS-VACIAMADRID (Madrid)","AREA2 INSTALACIONES ELECTRICAS Y MECANICAS SA.","Desconocido","Activa","[913090192]","['www.area2instalaciones.es']","pequeña"
"A81873903","59256165.03","2018","3375817","RICO DEL TORO, JOSE MANUEL","4122 - Construcción de edificios no residenciales","CALLE CARRETAS, 14 - SEXTA PLT A","ruesma@ruesma.es","198","Desconocido","1997-11-18","2018-12-31","SOCIEDAD ANONIMA","28012 MADRID (Madrid)","CONSTRUCCIONES RUESMA, SOCIEDAD ANONIMA","Desconocido","Activa","[915211205, 911709183]","['www.ruesma.es']","grande"
"A82019258","26043000","2018","60000","GONZALEZ GARCIA, ALEJANDRO ANTONIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE TRESPADERNE, 29 - 3º","info@sgs.com","441","[913138080]","1998-03-26","2018-12-31","SOCIEDAD ANONIMA","28042 MADRID (Madrid)","INSPECCION Y CONTROL DE INSTALACIONES SA","Desconocido","Activa","[933203627, 913138000, 932697812]","['www.sgstecnos.com']","grande"
"A82803081","8513049.19","2018","5000000","SOBRON OSTOS, VALENTIN","4222 - Construcción de redes eléctricas y de telecomunicaciones","CALLE DE SAN RAFAEL, 1 - PORTAL 2 PLANTA TERCERA","info@citracc.com","41","[914903818]","2000-10-30","2018-12-31","SOCIEDAD ANONIMA","28108 ALCOBENDAS (Madrid)","CONSTRUCCIONES INSTALACION Y TRACCION SA.","Desconocido","Activa","[914903800, 914903820]","['www.citracc.com']","pequeña"
"A83614313","9074938.65","2018","60200","GAMBHIRE, SANTOSH","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ESTRELLA DENEBOLA, 8 - 2 PLT OFICINA","proveedores@techmahindra.com","184","[915153644]","2003-04-03","2018-03-31","SOCIEDAD ANONIMA","28045 MADRID (Madrid)","LCC WIRELESS COMMUNICATIONS SERVICES ESPAÑA SA","Desconocido","Activa","[915102805, 915277729]","['www.lcc.com']","grande"
"A84105154","33579896.88","2018","1637372","COLL SUGRAÑES, XAVIER","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ESTEBANEZ CALDERON, 3 - 5 MADRID","wtsreception@westinghouse.com","199","[912106540]","2004-09-22","2018-03-31","SOCIEDAD ANONIMA","28020 MADRID (Madrid)","WESTINGHOUSE ELECTRIC SPAIN SA","Desconocido","Activa","[912106410]","['www.westinghouse.com']","mediana"
"A84433440","6681941.91","2018","11325000","CASTRO SAYAS, MARIA LUISA","4211 - Construcción de carreteras y autopistas","CARRETERA M-405 FUENLABRADA-GRIÑON, SALIDA 9","jfresnedaf@madrid407.es","0","[914989141]","2005-08-25","2018-12-31","SOCIEDAD ANONIMA","28970 HUMANES DE MADRID (Madrid)","MADRID 407 SOCIEDAD CONCESIONARIA SA","Desconocido","Activa","[914989133]","Desconocido","pequeña"
"A84864941","60691000","2018","14675000","DRAGADOS SOCIEDAD ANONIMA REPRES PJ ZUMAQUERO GARCIA DIEGO MIGUEL","4399 - Otras actividades de construcción especializada n.c.o.p.","AVENIDA CAMINO DE SANTIAGO, 50","infodrace@drace.com","310","[917035650]","2006-10-19","2018-12-31","SOCIEDAD ANONIMA","28050 MADRID (Madrid)","DRACE INFRAESTRUCTURAS, S.A.","Desconocido","Activa","[917035600, 917035610, 917035699, 917035692]","['www.drace.com']","grande"
"A85959500","46103265","2018","4162592","CLEMENTE SANCHEZ, FRANCISCO JOSE","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","PLAZA MANUEL GOMEZ-MORENO, 2","recepcion@cintra.es","147","[915560338]","2010-04-29","2018-12-31","SOCIEDAD ANONIMA","28020 MADRID (Madrid)","CINTRA SERVICIOS DE INFRAESTRUCTURAS SA","Desconocido","Activa","[914185600, 914185726]","['www.cintra.es']","mediana"
"A92185123","9185038.34","2015","100000","CLEMENTE MARMOL, MIGUEL ANGEL","4321 - Instalaciones eléctricas","AVENIDA QUITAPESARES, 11","assigniaindustrial@assignia.com","20","[915796622]","2000-10-26","2015-12-31","SOCIEDAD ANONIMA","28670 VILLAVICIOSA DE ODON (Madrid)","ASSIGNIA INDUSTRIAL SA. (EN LIQUIDACION)","Desconocido","Disolución","[914008427, 915718646]","['www.acanto.es']","pequeña"
"A95104832","8425068.69","2018","601000","ODRIOZOLA AZULA, KEPA","3600 - Captación, depuración y distribución de agua","CALLE URIBITARTE, 8 - 1","udalsareak@consorciodeaguas.eus","14","[944873150]","2000-06-30","2018-12-31","SOCIEDAD ANONIMA","48001 BILBAO (Bizkaia)","UDAL SAREAK SOCIEDAD ANONIMA","Desconocido","Activa","[944873100, 944873138]","['www.udalsareak.eus']","grande"
"A99404758","5396252.19","2018","261100","GONZALEZ LUQUE, ENRIQUE","4321 - Instalaciones eléctricas","CALLE ANETO, NAV 15,","Desconocido","31","[976611713]","2014-03-21","2018-12-31","SOCIEDAD ANONIMA","50690 PEDROLA (Zaragoza)","ENTRERRIOS FACILITY SERVICES SOCIEDAD ANONIMA.","Desconocido","Activa","[976610464]","['www.entrerriosfs.es']","pequeña"
"B02361111","1512291.65","2018","3144","SANCHEZ GARCIA, JOSE MIGUEL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","POLIGONO INDUSTRIAL ROMICA, NAVE 199 AP 8138","administracion@naturtec.net","32","[967254665]","2003-11-12","2018-12-31","SOCIEDAD LIMITADA","02007 ALBACETE (Albacete)","NATURALEZA Y TECNOLOGIA DE LA MANCHA SL","Desconocido","Activa","[967254454]","['www.naturtec.net']","pequeña"
"B02443984","7097988.38","2018","212060","MORPINAMA ASOCIADOS SOCIEDAD LIMITADA","4321 - Instalaciones eléctricas","CALLE MARTINEZ VILLENA, 4","huntec@huntec.es","90","[967667963]","2007-08-08","2018-12-31","SOCIEDAD LIMITADA","02001 ALBACETE (Albacete)","HUNTER TECHNOLOGY ALBACETE SOCIEDAD LIMITADA","Desconocido","Activa","[967667965]","['www.huntec.es']","mediana"
"B03176021","11628382.73","2018","77889.6","COTS ADAM, RAFAEL","4291 - Obras hidráulicas","LUGAR NUEVA DARSENA PESQUERA, S/N","correo@mediterraneoserviciosmarinos.com","71","[965206927]","1985-04-30","2018-12-31","SOCIEDAD LIMITADA","03008 ALICANTE/ALACANT (Alicante)","MEDITERRANEO SERVICIOS MARINOS SL","Desconocido","Activa","[965202201]","['www.mediterraneoserviciosmarinos.com']","mediana"
"B04164257","14661432.94","2018","601012.1","HARO ALONSO, JOAQUINA","4221 - Construcción de redes para fluidos","CALLE SEBASTIAN, 1","info@talleresygruasgonzalez.com","88","[950464349]","1992-03-11","2018-12-31","SOCIEDAD LIMITADA","04640 PULPI (Almería)","TALLERES Y GRUAS GONZALEZ SL","Desconocido","Activa","[950464131, 968160037]","['www.tyg.es']","mediana"
"B04445920","11276602.96","2018","30000","ROBLES CUADRADO, LUIS","4614 - Intermediarios del comercio de maquinaria, equipo industrial, embarcaciones y aeronaves","CARRETERA SIERRA ALHAMILLA","indasa@indasasl.es","23","[950151921]","2003-04-09","2018-12-31","SOCIEDAD LIMITADA","04007 ALMERIA (Almería)","INDASA ALMERIA SL","Desconocido","Activa","[950152004]","['www.indasasl.es']","pequeña"
"B04715538","4184799.58","2018","76300","CERVANTES CAPARROS, ANTONIO JESUS","4121 - Construcción de edificios residenciales","CALLE AMAPOLA, 62","administracion@construccionesajcc.com","48","Desconocido","2011-03-09","2018-12-31","SOCIEDAD LIMITADA","04630 GARRUCHA (Almería)","ANTONIO JESUS CERVANTES CAPARROS SL","Desconocido","Activa","[950139537]","['www.construccionesajcc.com']","pequeña"
"B04767265","1651185.52","2018","3100","BUHAI HOTEA, IACOB ILIE","4399 - Otras actividades de construcción especializada n.c.o.p.","AVENIDA REY JUAN CARLOS I, 174","daniel@estrabotygarcia.es","27","Desconocido","2013-05-06","2018-12-31","SOCIEDAD LIMITADA","04740 ROQUETAS DE MAR (Almería)","CONSTRUCCION Y FABRICACION DE MATERIALES PARA INVERNADEROS DEL SUR SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B05244066","273519.03","2018","6100","GUERRA GARCIA, OSCAR","4754 - Comercio al por menor de aparatos electrodomésticos en establecimientos especializados","CALLE CONDE DON RAMON, 12 - 2 1","Desconocido","2","Desconocido","2014-04-04","2018-12-31","SOCIEDAD LIMITADA","05001 AVILA (Ávila)","BIC RESTAURACION Y CONSERVACION SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B07159676","5376964.02","2018","45076.5","GOMILA MASCARO, MERCEDES","4122 - Construcción de edificios no residenciales","AVENIDA DE LA VERGE DEL TORO, 50","olives@olives.me","34","[971379041]","1985-06-05","2018-12-31","SOCIEDAD LIMITADA","07730 ALAIOR (Baleares)","CONSTRUCCIONES OLIVES SL","Desconocido","Activa","[971378157]","['www.olives.me']","pequeña"
"B07549926","2747635.13","2018","375637.5","ARTIGUES BAUZA, FRANCISCO","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE DE SON BOGA, 17 - BJ","artigues-truyols@telefonica.net","40","[971555455]","1991-10-25","2018-12-31","SOCIEDAD LIMITADA","07500 MANACOR (Baleares)","CONSTRUCCIONS ARTIGUES TRUYOLS SL","Desconocido","Activa","[971555455]","Desconocido","pequeña"
"B07800436","3159526.78","2018","303034.86","RIERA MUNOZ, MIGUEL","4121 - Construcción de edificios residenciales","TRAVESIA BALTASAR COVAS, 10 - 12","oficina@miquelriera.com","27","Desconocido","1996-11-18","2018-12-31","SOCIEDAD LIMITADA","07580 CAPDEPERA (Baleares)","MIQUEL RIERA CONSTRUCCIONES SL","Desconocido","Activa","[971565308]","['www.miquelriera.com']","pequeña"
"B08658601","51611000","2018","378390","BERTRAND JACQUES, MARTIN","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CAMINO CA N'AMETLLER, 34 - ED BUREAU VERITAS","central@eca.es","1015","[932535301]","1979-10-02","2018-12-31","SOCIEDAD LIMITADA","08195 SANT CUGAT DEL VALLES (Barcelona)","BUREAU VERITAS INSPECCION Y TESTING S.L.","['ECA ENTIDAD COLABORADORA DE LA ADMINISTRACION, S.A.']","Activa","[932535300, 944643200]","['www.eca.es']","grande"
"B09532920","8868976.44","2018","33010","RIESGO SERRANO, MIGUEL","4121 - Construcción de edificios residenciales","AVENIDA MIRANDA DO DOURO, 2 - BJ","Desconocido","25","Desconocido","2012-02-03","2018-12-31","SOCIEDAD LIMITADA","09400 ARANDA DE DUERO (Burgos)","EVOLUTION CHR COMPANY SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B10245785","1230581.96","2018","72132","MENDEZ IGLESIAS, JOSE MANUEL","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","AVENIDA DE ESPAÑA, 18 - PISO 3ºC","infraex2000@hotmail.com","25","[927217732]","1999-08-04","2018-12-31","SOCIEDAD LIMITADA","10001 CACERES (Cáceres)","INFRAEX 2000 SL","Desconocido","Activa","[927217732, 927210687]","Desconocido","pequeña"
"B11306370","12462456.97","2018","657384","GIL SEDEÑO, JUAN MANUEL","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","LUGAR ESTACION FERREA, S/N","info@cmtcarmin.com","78","[956621501]","1993-06-22","2018-12-31","SOCIEDAD LIMITADA","11370 LOS BARRIOS (Cádiz)","CONTRATAS Y MOVIMIENTOS DE TIERRAS CARMIN SL","Desconocido","Activa","[956620993]","['www.cmtcarmin.com']","mediana"
"B11417300","2746247.74","2018","3005.06","BAIZAN MONTERO, MARIA JOSE","4222 - Construcción de redes eléctricas y de telecomunicaciones","CALLE PUEBLOS, 16","elda@eldasl.com","43","Desconocido","1997-09-18","2018-12-31","SOCIEDAD LIMITADA","11130 CHICLANA DE LA FRONTERA (Cádiz)","ELDA INSTALACIONES TELEFONICAS SL","Desconocido","Activa","[956401010]","['www.eldasl.com']","mediana"
"B12401428","1801882.45","2018","6010","CANOS BALLESTER, ENRIQUE","4121 - Construcción de edificios residenciales","CALLE DEL RAVAL, 13 - TERCERO","info@ecanos.com","20","[964577005]","1995-04-12","2018-12-31","SOCIEDAD LIMITADA","12530 BORRIANA/BURRIANA (Castellón)","CONSTRUCCIONES ENRIQUE CANOS SL","Desconocido","Activa","[964577032]","['www.ecanos.com']","pequeña"
"B12943338","27119429.63","2018","3000","INVERSIONES Y REPRESENTACIONES RIMAR SOCIEDAD ANON","4673 - Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios","CALLE FERROCARRIL, 4","Desconocido","20","Desconocido","2014-12-19","2018-12-31","SOCIEDAD LIMITADA","12593 MONCOFA (Castellón)","KERATILE SL.","Desconocido","Activa","[964584069]","['www.keratile.es']","pequeña"
"B13343942","2357458.09","2018","467376","MATEO MORLANES, PEDRO JOSE","4312 - Preparación de terrenos","CALLE TORRECILLA, S/N","info@josemateo.com","24","[926325066]","2001-01-01","2018-12-31","SOCIEDAD LIMITADA","13300 VALDEPEÑAS (Ciudad Real)","JOSE MATEO CONSTRUCCIONES HORMIGONES Y ARIDOS SL","Desconocido","Activa","[926322634]","['www.josemateo.com']","pequeña"
"B13462684","1171525.9","2015","7500","BARCENAS LOPEZ, JESUS","4121 - Construcción de edificios residenciales","AVENIDA DEL VINO, 54","electricidad@jesusbarcenas.com","20","[926325008]","2007-08-03","2015-12-31","SOCIEDAD LIMITADA","13300 VALDEPEÑAS (Ciudad Real)","OBRAS Y SERVICIOS JESUS BARCENAS SL","Desconocido","Cierre de hoja registral","[926322690]","['www.jesusbarcenas.com']","pequeña"
"B13556071","4664912.44","2018","100000","ARENAS LEÑADOR, SILVESTRE","2920 - Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques","CALLE MARIA JESUS ORTEGA, 2","hello@els-industries.com","20","Desconocido","2013-07-29","2018-12-31","SOCIEDAD LIMITADA","13600 ALCAZAR DE SAN JUAN (Ciudad Real)","ENGINEERED LAND SYSTEMS SL","Desconocido","Activa","[926510586]","['www.els-industries.com']","pequeña"
"B14288021","5212644.2","2015","60101","CONCURLEX CONSULTING SLP","4321 - Instalaciones eléctricas","AVENIDA DE MALAGA, 18","aestepa@pinstalacionesyobras.es","25","[957652960]","1991-01-22","2015-12-31","SOCIEDAD LIMITADA","14550 MONTILLA (Córdoba)","PADILLO INSTALACIONES Y OBRAS S.L. (EN LIQUIDACION)","Desconocido","Liquidación concursal","[957650575, 957664123, 957656197]","['www.pinstalacionesyobras.es']","pequeña"
"B14372866","3645374.7","2018","3005.06","RODRIGUEZ JURADO, ANTONIO","4122 - Construcción de edificios no residenciales","CALLE NACIMIENTO, 8","antrojuarj@gmail.com","30","[957652600]","1994-01-15","2018-12-31","SOCIEDAD LIMITADA","14002 CORDOBA (Córdoba)","CONSTRUCCIONES ANTROJU SL","Desconocido","Activa","[957652600]","Desconocido","pequeña"
"B14386007","5252222","2018","105210","SABAN JIMENEZ, RAFAEL","4121 - Construcción de edificios residenciales","CAMINO DE LOS POLEARES, 38 - BAJO","administracion@sabanconstrucciones.es","27","[957113070]","1994-05-13","2018-12-31","SOCIEDAD LIMITADA","14900 LUCENA (Córdoba)","CONSTRUCCIONES Y DECORACION HIJOS DE A SABAN SL","Desconocido","Activa","[957515550, 957608102]","Desconocido","mediana"
"B14546360","19625524","2018","3007.9","FERNANDEZ LARREA, SOCORRO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE DIEGO GALVAN, 251","ofg@ofg.es","208","Desconocido","2000-02-01","2018-12-31","SOCIEDAD LIMITADA","14014 CORDOBA (Córdoba)","OFG ADQUISICIONES E INGENIERIA S.L.","['OFG']","Activa","[957322292]","['www.ofg.es']","mediana"
"B14716831","4921393.18","2018","49050","VAZQUEZ EPIFANIO, JOSE LUIS","4121 - Construcción de edificios residenciales","CALLE LABIERNAGO, 16","Desconocido","17","Desconocido","2005-03-21","2018-12-31","SOCIEDAD LIMITADA","14012 CORDOBA (Córdoba)","SEPISUR XXI S.L.","Desconocido","Activa","Desconocido","['www.sepisur.es']","pequeña"
"B14784227","11739887.84","2018","810200","JIMENEZ SAN, MARTIN FRANCISCO","4673 - Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios","AVENIDA AGRUPACION CORDOBA, 17","grupopuma@grupopuma.com","13","Desconocido","2006-12-13","2018-12-31","SOCIEDAD LIMITADA","14014 CORDOBA (Córdoba)","CORPORACION EMPRESARIAL GRUPO PUMA SL","Desconocido","Activa","[957440716, 954692216, 957442155]","['www.grupopuma.com']","mediana"
"B15061278","3377646.11","2018","18030.36","MENDEZ BARBEITO, ALFREDO","4121 - Construcción de edificios residenciales","LUGAR AIAN, 4","deinter@deinter.es","37","Desconocido","1983-12-28","2018-12-31","SOCIEDAD LIMITADA","15181 CAMBRE (La Coruña)","DEINTER SL","Desconocido","Activa","[981677049]","Desconocido","pequeña"
"B15503782","3795791.05","2018","15222.27","LOPEZ ARIAS, MIGUEL ANGEL","4122 - Construcción de edificios no residenciales","CALLE MANUEL MURGUIA, 4 - 6 ENTREPL","lourdes@caricles.com","100","Desconocido","1995-02-24","2018-12-31","SOCIEDAD LIMITADA","15011 A CORUÑA (La Coruña)","CARICLES OBRAS Y SERVICIOS SL.","Desconocido","Activa","[881991402]","Desconocido","mediana"
"B15572803","6757972.29","2018","1003000","VAZQUEZ CABANA, FRANCISCO JAVIER","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","POLIGONO INDUSTRIAL VIDRIEIRO, 4","obrasmaritimas@canlemar.com","69","[981431449]","1996-09-17","2018-12-31","SOCIEDAD LIMITADA","15600 PONTEDEUME (La Coruña)","CANLEMAR SL","Desconocido","Activa","[981431212, 981781064]","['www.canlemar.com']","pequeña"
"B15783400","153911.23","2018","8414","AÑON LEMA, JOSE ANTONIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","LUGAR ESCRAS, 2","sdi.alphanor@gmail.com","1","[981758016]","2001-03-21","2018-12-31","SOCIEDAD LIMITADA","15113 MALPICA DE BERGANTIÑOS (La Coruña)","SDI ALPHANOR INGENIERIA SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B15980246","1240629.58","2018","132000","FREIRE CORREA, FRANCISCO JAVIER","4312 - Preparación de terrenos","CALLE ROSAL, 44 - ENTR C","dragafon@dragafon.net","8","[981330684]","2005-06-23","2018-12-31","SOCIEDAD LIMITADA","15570 NARON (La Coruña)","DRAGAFON SL","Desconocido","Activa","[981330716]","Desconocido","pequeña"
"B16163438","69181000","2018","8658","ALZA REAL ESTATE SOCIEDAD ANONIMA","4121 - Construcción de edificios residenciales","AVENIDA PUNTO ES, 4","secretaria@alzaobrasyservicios.com","200","[949277162]","1996-02-26","2018-12-31","SOCIEDAD LIMITADA","28805 ALCALA DE HENARES (Madrid)","ALZA OBRAS Y SERVICIOS SL","Desconocido","Activa","[949277163, 914350293]","['www.alzaobrasyservicios.com']","grande"
"B16213522","1679593.44","2018","63060","GARRIDO LOPEZ, JOSE GABRIEL","4121 - Construcción de edificios residenciales","CALLE EL ALMENDRO, 4","garma.sl@telefonica.net","50","[969128252]","2002-03-21","2018-12-31","SOCIEDAD LIMITADA","16410 HORCAJO DE SANTIAGO (Cuenca)","CONSTRUCCIONES GENERALES GARMA SL","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B17282567","18207308.29","2018","1013310","BIANNA BUSINESS 1902 SOCIEDAD LIMITADA","2899 - Fabricación de otra maquinaria para usos específicos n.c.o.p.","CALLE PADRO, S/N","adiaz@biannarecycling.com","83","Desconocido","1990-12-04","2018-12-31","SOCIEDAD LIMITADA","17460 CELRA (Gerona)","BIANNA RECYCLING SOCIEDAD LIMITADA.","Desconocido","Activa","[902104266, 872590990]","['www.biannarecycling.com']","mediana"
"B17534967","3213040.55","2018","99167","RODRIGUEZ ALONSO, FELIX","4121 - Construcción de edificios residenciales","CALLE PARETS, 7 - SEGUNDO D","obresiconstruccionscelra@telefonica.net","30","[972494542]","1998-01-01","2018-12-31","SOCIEDAD LIMITADA","17460 CELRA (Gerona)","OBRES I CONSTRUCCIONS CELRA SL","Desconocido","Activa","[972494210]","Desconocido","pequeña"
"B18726208","3013353.49","2018","15000","SANCHEZ HERMOSILLA LOPEZ, FRANCISCO JAVIER","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE ACONCAGUA, 2 - LOC 1","info@stuc.es","21","[958301408]","2005-04-21","2018-12-31","SOCIEDAD LIMITADA","18008 GRANADA (Granada)","STUC GESTION DE OBRAS SL","Desconocido","Activa","[958301920]","['www.stuc.es']","pequeña"
"B20178364","5531947.42","2018","90150","ABURUZA REZOLA, PEDRO MARIA","4121 - Construcción de edificios residenciales","CALLE BERRIA, 46 - BAJO","aburuza@aburuza.com","14","[943690052]","1988-05-25","2018-12-31","SOCIEDAD LIMITADA","20150 VILLABONA (Gipuzkoa)","CONSTRUCCIONES ABURUZA SOCIEDAD LIMITADA","Desconocido","Activa","[943690297]","['www.aburuza.com']","pequeña"
"B20532578","816280.25","2018","233910","LASARTE LEONET, ANDRES JULIAN","4121 - Construcción de edificios residenciales","CAMINO ASTIGARRAGAKO, 2 - PLANTA 5 OFICINA 6","arantxa@arintaldea.com","4","Desconocido","1995-09-12","2018-12-31","SOCIEDAD LIMITADA","20180 OIARTZUN (Gipuzkoa)","ARIN ETXEGINTZA SL","Desconocido","Activa","[943493873, 943494706, 943240983]","['www.arintaldea.com']","pequeña"
"B20675914","22329338.7","2018","72200","GRACENEA ALONSO, JOSE MIGUEL","4121 - Construcción de edificios residenciales","CALLE JOSE EGUINO, 2 - PISO 4 B","urbycolan@urbycolan.com","49","[943473623]","1999-10-08","2018-12-31","SOCIEDAD LIMITADA","20302 IRUN (Gipuzkoa)","URBYCOLAN SL","Desconocido","Activa","[943473365]","['www.urbycolan.com']","pequeña"
"B21498662","4071600.48","2018","96600","PERELES LOPEZ, GASPAR","4121 - Construcción de edificios residenciales","CALLE ALMENDROS, 66","dogma@dogma-abogados.es","38","Desconocido","2012-04-06","2018-12-31","SOCIEDAD LIMITADA","21450 CARTAYA (Huelva)","ARIDOS TRANSPORTES Y EXCAVACIONES DEL SUR SL.","Desconocido","Activa","[959043023]","['www.dogma-abogados.es']","pequeña"
"B23274103","3016883.37","2018","3606.07","ROA GONZALEZ, ANDRES","4122 - Construcción de edificios no residenciales","CALLE DE LAS NAVAS, 40","953773128@telefonica.net","20","[953773313]","1992-04-02","2018-12-31","SOCIEDAD LIMITADA","23410 SABIOTE (Jaén)","PROGRESAN SOCIEDAD LIMITADA","Desconocido","Activa","[953773128]","['www.progresan.es']","pequeña"
"B23319650","5299285.93","2018","29449.59","RUIZ GARCIA, ANTONIA","4631 - Comercio al por mayor de frutas y hortalizas","CALLE LUIS CARVAJAL, 22","frutaselcypry@hotmail.com","30","[953750601]","1994-09-28","2018-12-31","SOCIEDAD LIMITADA","23500 JODAR (Jaén)","FRUTAS EL CIPRI SOCIEDAD LIMITADA","Desconocido","Activa","[953755901, 953754874]","Desconocido","pequeña"
"B23426372","7741617","2018","160000","GARCIA OYA, ANTONIO","7732 - Alquiler de maquinaria y equipo para la construcción e ingeniería civil","CALLE HERMANOS PINZON, 4 - LOC BJ","excavaciones@cambil.com","35","[953883593]","2000-04-07","2018-12-31","SOCIEDAD LIMITADA","23007 JAEN (Jaén)","EXCAVACIONES CAMBIL SL","Desconocido","Activa","[953885922, 953883593]","['www.cambil.com']","pequeña"
"B24229684","1892394.63","2018","6010","ROBLE MEDINA SOCIEDAD LIMITADA","7490 - Otras actividades profesionales, científicas y técnicas n.c.o.p.","AVENIDA ASTORGA, 5 - PISO 1º","agazos@agazosingenieria.com","13","[987405779]","1991-01-31","2018-12-31","SOCIEDAD LIMITADA","24401 PONFERRADA (León)","AGAZOS SL","Desconocido","Activa","[987405776]","['www.agazosingenieria.com']","pequeña"
