"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"B15015274","19836394","2018","363302.93","MUNIZ GARCIA, JOSE LUIS","4321 - Instalaciones eléctricas","CAMINO BOSQUE, 20","info@elinsa.org","147","[981290129]","1968-04-19","2018-12-31","SOCIEDAD LIMITADA","15008 A CORUÑA (La Coruña)","ELECTROTECNICA INDUSTRIAL Y NAVAL SL","Desconocido","Activa","[981285699]","['www.elinsa.org']","mediana"
"B15436215","4389127.69","2018","150253.03","VAZQUEZ CASTRO, LUIS GABRIEL","8020 - Servicios de sistemas de seguridad","POLIGONO INDUSTRIAL, PARC. R20","sac@boschseguridad.es","65","[981639806]","1993-10-14","2018-12-31","SOCIEDAD LIMITADA","15165 BERGONDO (La Coruña)","BOSCH SEGURIDAD Y CONTROL SL","Desconocido","Activa","[981639565, 981783575]","['www.boschseguridad.es']","mediana"
"B15768880","3278256.44","2018","42000","GUERREIRO MARTINEZ, ENRIQUE","4121 - Construcción de edificios residenciales","LUGAR A GARITA, S/N","info@guerreirosomozas.com","20","[981404498]","2001-01-01","2018-12-31","SOCIEDAD LIMITADA","15565 AS SOMOZAS (La Coruña)","CONSTRUCCIONES GUERREIRO SOMOZAS SL","Desconocido","Activa","[981404355]","['www.guerreirosomozas.com']","pequeña"
"B17873696","4658440.46","2018","2157000","BUSQUETS SARGATAL, JOSEP","4121 - Construcción de edificios residenciales","CALLE MADRENYS, 29","info@busquetssl.cat","29","[972474231]","2005-11-11","2018-12-31","SOCIEDAD LIMITADA","17185 VILOBI D'ONYAR (Gerona)","CONSTRUCCIONS BUSQUETS VILOBI SL","Desconocido","Activa","[972473108]","['www.busquetssl.cat']","pequeña"
"B17887365","1372994.34","2018","3060","NUÑEZ GIL, GEORGINA","4121 - Construcción de edificios residenciales","CALLE D'EMPURIES, 11","estructures_viernes@hotmail.com","16","Desconocido","2006-01-28","2018-12-31","SOCIEDAD LIMITADA","17251 CALONGE I SANT ANTONI (Gerona)","RIBEIRA 2006 S.L.","Desconocido","Activa","[972643901]","Desconocido","pequeña"
"B18077867","5828771.53","2017","83300.23","PEREZ JIMENEZ, MARIA JOSE","4211 - Construcción de carreteras y autopistas","AVENIDA DE ANDALUCIA, S/N","info@grpj.es","25","[958804219]","1987-06-02","2017-12-31","SOCIEDAD LIMITADA","18015 GRANADA (Granada)","CONSTRUCCIONES PEREZ JIMENEZ SOCIEDAD LIMITADA","Desconocido","Activa","[958804289]","['www.grpj.es']","pequeña"
"B20054201","5651501","2018","50183.5","INVERSIONES LUB 10.001 SL","4321 - Instalaciones eléctricas","POLIGONO INDUSTRIAL KURUTZ-GAIN, 3 - 7  PAB","gorosabel@gorosabel.com","53","Desconocido","1978-01-19","2018-12-31","SOCIEDAD LIMITADA","20850 MENDARO (Gipuzkoa)","ELECTRICIDAD GOROSABEL SL","Desconocido","Activa","[943740348]","['www.gorosabel.com']","mediana"
"B21117924","4118025.05","2018","63106.27","LOPEZ GABARRO, DOMINGO","4291 - Obras hidráulicas","POLIGONO INDUSTRIAL EL MONETE, 106 - NAV","marysl@construmary.es","80","Desconocido","1990-05-17","2018-12-31","SOCIEDAD LIMITADA","21600 VALVERDE DEL CAMINO (Huelva)","CONSTRUCCIONES Y MANTENIMIENTOS MARY SL","Desconocido","Activa","[959553490]","['www.construmary.es']","pequeña"
"B21295159","2484916.27","2018","18030.36","MARTIN GONZALEZ, EMILIA","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE MARINA, 3 - 5 B","administracion@iph.es","51","Desconocido","2000-03-09","2018-12-31","SOCIEDAD LIMITADA","21001 HUELVA (Huelva)","INPRO HUELVA SL","Desconocido","Activa","[959540111]","['www.iph.es']","mediana"
"B23368848","10754047.41","2018","123000","CAÑETE BAQUERIZO, MAXIMO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CARRETERA MADRID CADIZ, KM 378,70 - D","pvega@cbh.es","64","Desconocido","1997-05-06","2018-12-31","SOCIEDAD LIMITADA","14420 VILLAFRANCA DE CORDOBA (Córdoba)","CBHAGRO INNOVA SL","Desconocido","Activa","[957813381]","['www.cbh.es']","mediana"
"B23683352","544722.27","2018","22100","CARMONA CANO, CARLOS","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE CORREDERA, 34","Desconocido","19","Desconocido","2011-07-04","2018-12-31","SOCIEDAD LIMITADA","23680 ALCALA LA REAL (Jaén)","CONSTRUCCIONES ALCALAINAS CARMONA CANO SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B25759028","13100879.39","2018","3100","PUJOL TORRENT, MONTSERRAT","4121 - Construcción de edificios residenciales","CALLE IVARS D'URGELL, 20","administracio@pmp-pretaporter.com","60","Desconocido","2013-03-07","2018-12-31","SOCIEDAD LIMITADA","25190 LLEIDA (Lérida)","PROJECTES MODULARS PREFABRICATS SL","Desconocido","Activa","[973603954]","['www.pretaportercasas.com']","mediana"
"B27794718","1868360.81","2018","3000","STEINBRUGGEN CAYO, SERGIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","LUGAR MONTE FAQUIÑA, 20","info@unimaterobotica.com","18","Desconocido","2013-11-27","2018-12-31","SOCIEDAD LIMITADA","36416 MOS (Pontevedra)","UNIMATE ROBOTICA SL.","Desconocido","Activa","[986953502]","['www.unimaterobotica.com']","pequeña"
"B28186344","1020295.95","2018","60200","ALLANIC, BENOIT","6202 - Actividades de consultoría informática","CALLE MALLORCA, 272 - P. 4 PTA. 7","centralita@eurosud.es","17","[933019416]","1961-01-01","2018-12-31","SOCIEDAD LIMITADA","08037 BARCELONA (Barcelona)","HALLIBURTON ESPAÑOLA SL","Desconocido","Activa","[934583000]","Desconocido","pequeña"
"B29102852","3592181.82","2018","1050000","GRUPO ACEDO 2008 SA","4312 - Preparación de terrenos","CAMINO QUINTA, S/N","rrhh@grupoacedo.com","40","[952705043]","1979-01-01","2018-12-31","SOCIEDAD LIMITADA","29200 ANTEQUERA (Málaga)","ACEDO HERMANOS SL","Desconocido","Activa","[952840508, 952702216, 952739065]","['www.grupoacedo.com']","pequeña"
"B30511190","2544353.17","2018","3100.06","MANUEL COLL, JARA","4122 - Construcción de edificios no residenciales","CALLE LA LUZ, 1","info@uorconf.es","16","[968601265]","1996-06-18","2018-12-31","SOCIEDAD LIMITADA","30130 BENIEL (Murcia)","CONSTRUCCIONES UORCONF S.L.","Desconocido","Activa","[968270754, 968601265]","Desconocido","pequeña"
"B30654974","3880457.53","2018","30050.61","ZAPLANA GARCIA, FERNANDO","4121 - Construcción de edificios residenciales","LUGAR PARAJE LOS MARTINEZ, 4","info@mgmconstrucciones.es","35","[968558599]","1989-10-06","2018-12-31","SOCIEDAD LIMITADA","30367 CARTAGENA (Murcia)","CONSTRUCCIONES MARIA GARCIA MARTINEZ SL","Desconocido","Activa","[968558597]","['www.mgmconstrucciones.es']","pequeña"
"B31731250","1536789.89","2018","3006","ERICE LACABE, GUILLERMO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE IRUMUGA, 39 - 41","gerice@geea.es","22","[948111131]","2001-09-24","2018-12-31","SOCIEDAD LIMITADA","31620 HUARTE/UHARTE (Navarra)","GEEA GEOLOGOS SL","Desconocido","Activa","[948554811, 948382975]","['www.geea.es']","pequeña"
"B31763899","6005881.82","2018","46686","PANGUA CERRILLO, SANTIAGO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE RIO ELORZ, NAVE 13 E","tesicnor@tesicnor.com","72","[948214041]","2002-10-17","2018-12-31","SOCIEDAD LIMITADA","31110 NOAIN (V ELORZ)/NOAIN (ELORTZIBAR) (Navarra)","TECNICAS Y SERVICIOS DE INGENIERIA Y CONTROL DEL NORTE SL","Desconocido","Activa","[948214040]","['www.tesicnor.com']","pequeña"
"B31835101","22096783.4","2018","3006","MARTINEZ CUEVAS, ADELINA","4122 - Construcción de edificios no residenciales","POLIGONO INDUSTRIAL CASTEJON, PARC 23 24 25","gestion@victorinovicente.es","137","[948770042]","2004-11-30","2018-12-31","SOCIEDAD LIMITADA","31590 CASTEJON (Navarra)","CONSTRUCCIONES Y OBRAS VICTORINO VICENTE SL","Desconocido","Activa","[948770029]","['www.victorinovicente.es']","mediana"
"B32021487","6124531.84","2018","133785.29","GOMEZ CRESPO, SERVANDO","4121 - Construcción de edificios residenciales","CARRETERA CASTADON-SAN MIGUEL DO CAMPO, 127","info@gomezcrespo.com","15","[988218263]","1986-07-01","2018-12-31","SOCIEDAD LIMITADA","32710 O PEREIRO DE AGUIAR (Orense)","OBRAS Y SERVICIOS GOMEZ CRESPO SL.","Desconocido","Activa","[988510180]","['www.gomezcrespo.com']","pequeña"
"B33777657","22611980.26","2018","87145","GARCIA RUIZ, FRANCISCO JAVIER","3320 - Instalación de máquinas y equipos industriales","CALLE GALILEO GALILEI, 771","info@cosermo.com","109","[985300273]","1992-12-31","2018-12-31","SOCIEDAD LIMITADA","33212 GIJON (Asturias)","COSERMO ESPAÑOLA-CONSTRUCCIONES SERVICIOS Y MONTAJES SL","Desconocido","Activa","[985322021]","['www.cosermo.com']","mediana"
"B36360543","2740001.98","2018","148102","ALVAREZ ALVAREZ, MARIA SOLEDAD","4121 - Construcción de edificios residenciales","AVENIDA ORDOÑEZ, 38","sol@cicagoian.com","35","Desconocido","2000-04-28","2018-12-31","SOCIEDAD LIMITADA","36740 TOMIÑO (Pontevedra)","CONSTRUCCIONES INMOBILIARIAS CASTIÑEIRA ALVAREZ SL","Desconocido","Activa","[986621233]","Desconocido","pequeña"
"B36494185","1857257.43","2018","180000","NUNEZ FRAIZ, JUAN CARLOS","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE GERONA, 3 - ENTRESUEÑO, OFICINA C","principal@oresa.e.telefonica.net","13","[986204040]","2005-04-27","2018-12-31","SOCIEDAD LIMITADA","36211 VIGO (Pontevedra)","OBRAS REFORMAS Y SANEAMIENTOS S.L.","Desconocido","Activa","[986204000, 986204040, 986529016]","Desconocido","pequeña"
"B38077889","1106219.72","2018","66000","CASTRO PEREZ, AURELIO","4121 - Construcción de edificios residenciales","POLIGONO INDUSTRIAL EL MOLINO, NAVE 18","jcamacho@camansl.com","18","[922438032]","1987-07-07","2018-12-31","SOCIEDAD LIMITADA","38710 BREÑA ALTA (Tenerife)","CONSTRUCCIONES CAMAN SL","Desconocido","Activa","[922438027, 922820899]","Desconocido","pequeña"
"B39385083","9774053.7","2018","560132","ALONSO FERNANDEZ, JOSE ESMERALDO","6190 - Otras actividades de telecomunicaciones","CALLE ALBERT EINSTEIN, 14","compras@ttinorte.es","86","Desconocido","1995-11-10","2018-12-31","SOCIEDAD LIMITADA","39011 SANTANDER (Cantabria)","TTI NORTE SL","Desconocido","Activa","[942291212]","['www.ttinorte.es']","mediana"
"B39408315","213394.09","2018","3011.07","MARTINEZ GUTIERREZ, AGUSTIN","4121 - Construcción de edificios residenciales","BARRIO EL BOSQUE, 50","Desconocido","0","[942881030]","1996-12-13","2018-12-31","SOCIEDAD LIMITADA","39314 SANTILLANA DEL MAR (Cantabria)","CONSTRUCCIONES QUEVEDA SL","Desconocido","Activa","[942893259, 942804506]","['www.construccionesqueveda.es']","pequeña"
"B39597083","1706227.58","2015","7010","RUIZ CASTANEDO, JUAN MANUEL","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE TRASMIERA, 8 - BJ 2 B","Desconocido","14","Desconocido","2005-01-20","2015-12-31","SOCIEDAD LIMITADA","39005 SANTANDER (Cantabria)","EBOSA, OBRAS Y PROYECTOS, S.L. (EN LIQUIDACION)","Desconocido","Disolución","Desconocido","Desconocido","pequeña"
"B41613340","2255360.22","2018","400029","MONTANO LIMONES, JOSE LUIS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ACUEDUCTO, 24 - C C DOS HERMANAS EDF 3 PLTA 1 MOD 10","comunicacion@tecaer.gasc.es","53","[954931401]","1993-07-28","2018-12-31","SOCIEDAD LIMITADA","41703 DOS HERMANAS (Sevilla)","TECAER SEVILLA SL","Desconocido","Activa","[954930220, 954930067]","Desconocido","mediana"
"B42541441","5992017.64","2018","3000","CANTO MARTINEZ, PABLO","4222 - Construcción de redes eléctricas y de telecomunicaciones","CALLE CAMINO DE CATRAL, 80","Desconocido","45","Desconocido","2017-11-22","2018-12-31","SOCIEDAD LIMITADA","03160 ALMORADI (Alicante)","FUSIONA TELECOM LEVANTE SL","Desconocido","Activa","[965701022]","Desconocido","mediana"
"B43200765","4282823.18","2018","6010.12","MONTESO ESPUNY, JOSE","4399 - Otras actividades de construcción especializada n.c.o.p.","CAMINO TORRECILLAS, 41","gestion@montajestemon.com","96","Desconocido","1988-12-14","2018-12-31","SOCIEDAD LIMITADA","50014 ZARAGOZA (Zaragoza)","MONTAJES TEMON SL","Desconocido","Activa","[976740658]","['www.montajestemon.com']","mediana"
"B45490372","2325599.64","2018","3006","VILLAR GONZALEZ, SERGIO","1413 - Confección de otras prendas de vestir exteriores","PASEO MERCHAN, 2","info@ctsempresa.com","129","Desconocido","2001-05-21","2018-12-31","SOCIEDAD LIMITADA","45003 TOLEDO (Toledo)","COCEMFE-TOLEDO SERVICIOS MULTIPLES SL","Desconocido","Activa","[925245627, 925909245]","['www.ctsempresa.com']","mediana"
"B45629649","1949222.65","2018","12000","INIGO OCAMPO, MIGUEL ANGEL","4121 - Construcción de edificios residenciales","CALLE JACINTO AGUIRRE, 11 - PISO 1 A","Desconocido","26","Desconocido","2006-07-17","2018-12-31","SOCIEDAD LIMITADA","45600 TALAVERA DE LA REINA (Toledo)","JOMIRSA ESTRUCTURAS DE HORMIGON SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B45766573","2159802.63","2015","70000","MENA CAMACHO, DANIEL","4121 - Construcción de edificios residenciales","AVENIDA MIGUEL ANGEL GUERRA SABRIDO, NAV 71 A","Desconocido","15","Desconocido","2011-10-26","2015-12-31","SOCIEDAD LIMITADA","45529 YUNCLER (Toledo)","CONSTRUCCIONES GRUPO DANIEL MENA SL.","Desconocido","Posible cierre de hoja registral","Desconocido","Desconocido","pequeña"
"B46833232","1240241.8","2018","4808","GONZALEZ MORENO, ANA BELEN","4121 - Construcción de edificios residenciales","AVENIDA LUIS VIVES, 10","info@edigon.com","26","Desconocido","1991-01-02","2018-12-31","SOCIEDAD LIMITADA","46460 SILLA (Valencia)","CONSTRUCCIONES EDIGON SL","Desconocido","Activa","[961210700]","['www.edigon.com']","pequeña"
"B46934469","18542783.57","2018","15025","MARTINEZ DURA, SALVADOR","4122 - Construcción de edificios no residenciales","CALLE DE PONIENTE, LOCAL 14","susana.vicen@afisco.net","12","Desconocido","1991-04-11","2018-12-31","SOCIEDAD LIMITADA","46190 RIBA-ROJA DE TURIA (Valencia)","ALCALANS PROMOTORA SL","Desconocido","Activa","[961642156, 961642128]","['www.alcalans.net']","pequeña"
"B47520697","2149886.35","2018","3006","GALLO MARTINEZ, FERNANDO","4121 - Construcción de edificios residenciales","PASEO ZORRILLA, 346 - A 1ºB","crv@crvsl.es","16","Desconocido","2003-07-08","2018-12-31","SOCIEDAD LIMITADA","47008 VALLADOLID (Valladolid)","CONSTRUCTORES REUNIDOS VALLADOLID SL","Desconocido","Activa","[983247190, 983247192]","['www.crvsl.es']","pequeña"
"B48779508","5885220.97","2018","1502500","SAINZ SANTOS, PEDRO","4399 - Otras actividades de construcción especializada n.c.o.p.","CAMINO TORROTO, 1 - D","administracion@belakolanak.com","49","[946155177]","1995-10-23","2018-12-31","SOCIEDAD LIMITADA","48100 MUNGIA (Bizkaia)","BELAKO LANAK SOCIEDAD LIMITADA","Desconocido","Activa","[946155964]","['www.belakolanak.com']","pequeña"
"B51034577","610224.92","2017","3000","GONZALEZ GARCIA, EDUARDO BARTOLOME","4221 - Construcción de redes para fluidos","CALLE RIO FUENGIROLA, 16 - LOC BJ","Desconocido","23","Desconocido","2015-10-30","2017-12-31","SOCIEDAD LIMITADA","29651 MIJAS (Málaga)","AYUDAS A INSTALACIONES SEPTA S.L.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B53776530","3397284.22","2018","27006","MARTINEZ PERTUSA, SALVADOR","4121 - Construcción de edificios residenciales","PARTIDA CAMINO DE CATRAL, 80","administracion@salvaorico.com","40","Desconocido","2003-06-05","2018-12-31","SOCIEDAD LIMITADA","03160 ALMORADI (Alicante)","CONTRATAS SALVAORICO SL","['SALVAORICO']","Activa","[965701022]","['www.salvaorico.com']","pequeña"
"B53779815","14852912.88","2018","60006","ZARAGOZA HERNANDEZ, SERGIO","4399 - Otras actividades de construcción especializada n.c.o.p.","AVENIDA ORIHUELA","info@zaragoza2012.es","163","[966735601]","2003-06-11","2018-12-31","SOCIEDAD LIMITADA","03370 REDOVAN (Alicante)","ZARAGOZA 2012 GRUPO CONSTRUCTOR SL.","Desconocido","Activa","[966735601]","['www.zaragoza2012.es']","grande"
"B54821533","2350778.61","2018","3100","GRACIA SAEZ, MARIA JESUS","4121 - Construcción de edificios residenciales","CALLE MEDICO TEMISTOCLES ALMAGRO, 16 - BJ LOC 2","Desconocido","32","Desconocido","2014-11-14","2018-12-31","SOCIEDAD LIMITADA","03300 ORIHUELA (Alicante)","MULTISERVICIOS ORIOLANOS SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B57172249","5941051.48","2017","63630","RIOBOO MARTIN, GALO","4121 - Construcción de edificios residenciales","CALLE GREMI D'HORTALANS, 11 - PISO 1 OFIC 17","info@profutur2002.com","31","[971538304]","2002-11-15","2017-12-31","SOCIEDAD LIMITADA","07009 PALMA (Baleares)","PROFUTUR 2002 SL","Desconocido","Activa","[971537463]","['www.profutur2002.com']","pequeña"
"B57476293","7438519.34","2017","3010","MORA FELIU, DIEGO","4121 - Construcción de edificios residenciales","CALLE CRISTOFOR COLOM, 69","info@consfutur.com","70","Desconocido","2007-02-07","2017-12-31","SOCIEDAD LIMITADA","07670 FELANITX (Baleares)","PROMOFUTUR INSULAR SL","Desconocido","Activa","[971833611, 871208530]","['www.consfutur.com']","pequeña"
"B60485976","5505737.8","2018","3005.07","CALZADO CALET, JOSE LUIS","4121 - Construcción de edificios residenciales","POLIGONO INDUSTRIAL CAN CALDERON, 78 - 82 NAVE 4","artec@gruparteco.com","14","Desconocido","1994-01-25","2018-12-31","SOCIEDAD LIMITADA","08830 SANT BOI DE LLOBREGAT (Barcelona)","ARTEC OBRAS Y SERVICIOS SL","Desconocido","Activa","[936526060]","['www.gruparteco.com']","pequeña"
"B61485439","15339379","2018","457520","PALEX MEDICAL SA REPR 143 RRM CARBONELL CASTELLON FRANCESC XAVIER","6920 - Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal","CALLE JESUS SERRA SANTAMANS, 5","palexmedical@palex.es","133","[934006501]","1997-10-22","2018-12-31","SOCIEDAD LIMITADA","08174 SANT CUGAT DEL VALLES (Barcelona)","SERVISTAL MEDICA SL","['SERVISTAL MEDICA, S.L.']","Activa","[934006500, 900180132]","['www.palexmedical.com']","mediana"
"B63051908","6005885.81","2018","65250","VERDU MARTORELL, JOSE MARIA","6202 - Actividades de consultoría informática","CALLE JORDI GIRONA, 29 - 2º PLANTA","info@saptools.es","90","Desconocido","2002-12-16","2018-12-31","SOCIEDAD LIMITADA","08034 BARCELONA (Barcelona)","SAPTOOLS CONSULTING SL.","Desconocido","Activa","[932044850]","['www.saptools.es']","mediana"
"B64410327","7540563.48","2017","39000","FERNANDEZ AVILA, GUILLERMO","4399 - Otras actividades de construcción especializada n.c.o.p.","TRAVESIA TRAFALGAR, 35 - BAJOS","info@fertres.es","10","[935880661]","2007-01-01","2017-12-31","SOCIEDAD LIMITADA","08191 RUBI (Barcelona)","CONSTRUCCIONES FERTRES SL","Desconocido","Activa","[936992571]","['www.fertres.es']","pequeña"
"B64512650","2222754.94","2018","3006","URBINA NUÑEZ, PATRICIO FERNANDO","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE LEPANT, 257","Desconocido","48","Desconocido","2007-03-22","2018-12-31","SOCIEDAD LIMITADA","08224 TERRASSA (Barcelona)","KEDER DESIGN S.L.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B64892839","6543775.34","2018","46610","CABELLO VAZQUEZ, MARCOS","4122 - Construcción de edificios no residenciales","CALLE L'URUGUAI, 1","info@vestarehabilitacion.com","10","Desconocido","2008-06-26","2018-12-31","SOCIEDAD LIMITADA","08023 BARCELONA (Barcelona)","VESTA REHABILITACION SL","Desconocido","Activa","[932855703]","['www.vestarehabilitacion.com']","pequeña"
"B65344160","2831907.33","2018","16000","ALMECIJA GARCIA, JUAN CARLOS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ANTONI BELL, 2 - 3ªPLT OFIC-B.1","info@3e-energea.com","28","Desconocido","2010-05-19","2018-12-31","SOCIEDAD LIMITADA","08174 SANT CUGAT DEL VALLES (Barcelona)","ENERGEA INGENIERIA EN EFICIENCIA ENERGETICA SL","Desconocido","Activa","[935631550]","['www.3e-energea.com']","pequeña"
"B65386914","27108","2018","3120","CALZAS MARCET, JOSEP","4652 - Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes","CALLE ALMOGAVERS, 118","gestionlb33@gmail.com","0","Desconocido","2010-07-22","2018-12-31","SOCIEDAD LIMITADA","08018 BARCELONA (Barcelona)","LIVE BROADCAST SOLUTIONS SL","Desconocido","Reapertura de la hoja registral","Desconocido","Desconocido","pequeña"
"B70228440","13523142.32","2018","17270","PRIETO BARRO, ERNESTO","3319 - Reparación de otros equipos","POLIGONO INDUSTRIAL AS SOMOZAS, PARC 3-A 3-B","huso29eyc@huso29eyc.com","139","[981404544]","2009-10-20","2018-12-31","SOCIEDAD LIMITADA","15565 AS SOMOZAS (La Coruña)","HUSO29 RENOVABLES SL","Desconocido","Activa","[981404527]","['www.huso29eyc.com']","mediana"
"B70409875","4521365.19","2018","776898","SANCHEZ AÑON, SILVIA","1623 - Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcción","PLAZA CAMPO DA FEIRA, S/N","info@casascube.com","40","[981732867]","2014-04-07","2018-12-31","SOCIEDAD LIMITADA","15145 A LARACHA (La Coruña)","CASAS CUBE SL.","Desconocido","Activa","[981732891]","['www.casasprefabricadascube.com']","pequeña"
"B70451521","1490269.32","2018","30000","SOMOZA LOPEZ, MARIA YANIRA","4121 - Construcción de edificios residenciales","LUGAR OS PAZOS, 23","pavimentosnoia@yahoo.es","18","Desconocido","2015-05-04","2018-12-31","SOCIEDAD LIMITADA","15200 NOIA (La Coruña)","PAVIMENTOS NOIA OBRAS E CONTRATAS SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B72199615","4288220.62","2018","360000","ORTIZ VERDUGO, SEBASTIAN","4121 - Construcción de edificios residenciales","AVENIDA DE LA DIPUTACION, 2 - 1 PLT","contacto@bahiagadir.com","35","Desconocido","2011-10-20","2018-12-31","SOCIEDAD LIMITADA","11130 CHICLANA DE LA FRONTERA (Cádiz)","BAHIA GADIR INVERSIONES SL","Desconocido","Activa","[956535272, 956537207]","Desconocido","pequeña"
"B72278906","3930858.63","2018","3000","RODRIGUEZ OLIVA, JUAN MANUEL","4121 - Construcción de edificios residenciales","CARRETERA ZABAL, 192","edr@edrconstrucciones.com","40","[956643565]","2015-01-23","2018-12-31","SOCIEDAD LIMITADA","11300 LA LINEA DE LA CONCEPCION (Cádiz)","EDR CONSTRUCCIONES 2015 SL.","Desconocido","Activa","[956643100]","Desconocido","mediana"
"B73373862","4100357.25","2017","60010","LOPEZ RIVELO, MARIANO","6209 - Otros servicios relacionados con las tecnologías de la información y la informática","CALLE CARRIL LA CONDESA (MURCIA-ERMITA PATIÑO), 58 - PISO 8","administracion@movildata.com","60","Desconocido","2005-05-23","2017-12-31","SOCIEDAD LIMITADA","30010 MURCIA (Murcia)","MOVILDATA INTERNACIONAL SOCIEDAD LIMITADA.","['MOVILDATA']","Activa","[968225511]","['www.movildata.com']","mediana"
"B73881534","5513571.11","2018","3100","INGLES SANMARTIN, ANTONIO","4121 - Construcción de edificios residenciales","CALLE ENRIQUE GUILLAMON, 13","ais.obras@gmail.com","43","Desconocido","2015-04-27","2018-12-31","SOCIEDAD LIMITADA","30590 MURCIA (Murcia)","AIS OBRAS Y ESTRUCTURAS 2015 SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B76055839","7342126.22","2018","130000","PARGA POSE, JESUS MANUEL","4121 - Construcción de edificios residenciales","CALLE EL BARDINO, 84 - BAJO","jesus@fesumar.es","127","[928531310]","2010-02-25","2018-12-31","SOCIEDAD LIMITADA","35600 PUERTO DEL ROSARIO (Palmas (Las))","ECOLOGIA Y CONSTRUCCION FESUMAR SOCIEDAD LIMITADA.","Desconocido","Activa","[928531310, 928543209]","Desconocido","mediana"
"B76614445","1349261.94","2018","3100","VALIDO HERNANDEZ, DOMINGO","7111 - Servicios técnicos de arquitectura","CALLE MANUEL DE OSSUNA, 25","Desconocido","18","Desconocido","2013-08-21","2018-12-31","SOCIEDAD LIMITADA","38202 SAN CRISTOBAL DE LA LAGUNA (Tenerife)","GLOBARQ CLINIA SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B80422330","17915816.66","2018","130957.9","DIAZ BERMEJO, JOSE JUAN","4121 - Construcción de edificios residenciales","CALLE BOADILLA, 9","info@aldara-ci.es","54","Desconocido","1992-09-16","2018-12-31","SOCIEDAD LIMITADA","45217 UGENA (Toledo)","ALDARA CONSTRUCCIONES E INFRAESTRUCTURAS SL.","Desconocido","Activa","[911023800]","['www.aldara-ci.es']","mediana"
"B81250524","10779000","2018","70000","ACITURRI AERONAUTICA SL","3030 - Construcción aeronáutica y espacial y su maquinaria","CALLE JERONIMO MUÑOZ, 8 - A 17","aciturri@aciturri.com","79","Desconocido","1995-07-28","2018-12-31","SOCIEDAD LIMITADA","47151 BOECILLO (Valladolid)","ACITURRI ENGINEERING SL.","Desconocido","Activa","[918064450, 983546633]","Desconocido","mediana"
"B81747396","4762555.86","2018","3172","ARROYO LACHICA, FRANCISCO","4321 - Instalaciones eléctricas","CALLE HIERRO, 33 - 1 PLT","proveedores@tecsitel.com","23","[917859635]","1997-05-27","2018-12-31","SOCIEDAD LIMITADA","28045 MADRID (Madrid)","TECSITEL SERVICIOS INTEGRALES SL","Desconocido","Activa","[915075692, 915075663]","['www.tecsitel.es']","pequeña"
"B81751356","5986212.19","2018","102170","SANCHEZ PARRA, ALBERTO","4121 - Construcción de edificios residenciales","CALLE RAMON JIMENEZ, 9 - 1 1","zarosan@zarosan.com","35","Desconocido","1997-05-29","2018-12-31","SOCIEDAD LIMITADA","28223 POZUELO DE ALARCON (Madrid)","ZAROSAN CONSTRUCCIONES Y REFORMAS SL","Desconocido","Activa","[913521703]","['www.zarosan.com']","pequeña"
