"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"A79434965","40007868.72","2018","1800000","LUANTE INVERSIONES SL","4121 - Construcción de edificios residenciales","AVENIDA VENTISQUERO DE LA CONDESA, 7 - B","tilmon@tilmon.es","108","[913767140]","1990-05-11","2018-12-31","SOCIEDAD ANONIMA","28035 MADRID (Madrid)","TILMON ESPAÑA SA","['TILMON ESPAÑA S.A.']","Activa","[913767071, 913767041, 913764643]","['www.tilmon.es']","mediana"
"A79471926","25779000","2018","240400","ACCIONA CORPORACION SA","4211 - Construcción de carreteras y autopistas","AVENIDA DE EUROPA, 18","gema.cano.gayo@acciona.com","329","[916633092]","1990-06-01","2018-12-31","SOCIEDAD ANONIMA","28108 ALCOBENDAS (Madrid)","ACCIONA MANTENIMIENTO DE INFRAESTRUCTURAS SA","Desconocido","Activa","[916630666]","['www.acciona.com', 'www.acciona-mantenimiento.es']","grande"
"A80099732","37905000","2018","240629408.25","LIM BYEONG, YONG","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE QUINTANAVIDES, 17 - PISO 3","inima@inima.com","155","[911230480]","1991-08-01","2018-12-31","SOCIEDAD ANONIMA","28050 MADRID (Madrid)","GS INIMA ENVIRONMENT SA.","['CIDA HIDROQUIMICA S.A.']","Activa","[910505250, 910505201, 910505196]","['www.inima.es']","mediana"
"A80167810","4625000","2018","1652509.6","CARPINTERO LOPEZ, JUAN ANTONIO","4121 - Construcción de edificios residenciales","AVENIDA DEL ENSANCHE DE VALLECAS, 44","indagsa@indagsa.com","42","[913457161]","1991-11-22","2018-12-31","SOCIEDAD ANONIMA","28051 MADRID (Madrid)","INDAG SA","['SC INDAGSA']","Activa","[913431600, 949336581]","['www.indagsa.com']","pequeña"
"A80540461","47632511.73","2018","248218.14","GONZALEZ GALLEGO, ANTONIO","4662 - Comercio al por mayor de máquinas herramienta","CALLE ANTONIO LOPEZ, 247 - 249 2º F","cemengal@cemengal.com","100","[915001834]","1993-02-16","2018-12-31","SOCIEDAD ANONIMA","28041 MADRID (Madrid)","CEMENGAL SA","Desconocido","Activa","[913921055]","['www.cemengal.com']","mediana"
"A82434663","888027000","2018","719901728.28","BOGAS GALVEZ, JOSE DAMIAN","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE RIBERA DEL LOIRA, 60","Desconocido","41","Desconocido","1999-09-22","2018-12-31","SOCIEDAD ANONIMA","28042 MADRID (Madrid)","ENDESA RED SA","Desconocido","Activa","[935094000, 912133100, 912131000]","['www.endesa.com']","grande"
"A82535303","30984598.11","2018","1069807555.95","ALONSO NUÑEZ, ALEJANDRO","7490 - Otras actividades profesionales, científicas y técnicas n.c.o.p.","CALLE JOSE ABASCAL, 4 - 6ª PLANTA","seiasa@seiasa.es","76","[917813688]","1999-12-30","2018-12-31","SOCIEDAD ANONIMA","28003 MADRID (Madrid)","SOCIEDAD MERCANTIL ESTATAL DE INFRAESTRUCTURAS AGRARIAS SA.","Desconocido","Activa","[917813687, 915410525, 917701117, 917708952]","['www.seiasa.es']","mediana"
"A82854720","13519959","2016","96700000","SANCHEZ CALERO GUILARTE, MIGUEL","5221 - Actividades anexas al transporte terrestre","CALLE NUÑEZ DE BALBOA, 108 - PISO 3 B","info@henasa.com","108","[918300262]","2000-12-19","2016-12-31","SOCIEDAD ANONIMA","28006 MADRID (Madrid)","AUTOPISTA DEL HENARES SA EN LIQUIDACION.","Desconocido","Disolución","[918021677, 918300261, 918300260]","['www.radial2.com']","mediana"
"A83490003","19978842.41","2018","60200","PLAZA TOLEDANO, MARIA ANGELES","4121 - Construcción de edificios residenciales","CALLE SAN SEVERO, 18 -20","conelsan@conelsan.es","25","[912337696]","2002-11-28","2018-12-31","SOCIEDAD ANONIMA","28042 MADRID (Madrid)","INFRAESTRUCTURAS CONELSAN SA","Desconocido","Activa","[913294225]","['www.conelsan.es']","pequeña"
"A83664284","3943000","2018","560632","ARTECHE SMART GRID SL","4321 - Instalaciones eléctricas","CARRETERA CORUÑA","marta.ojeda@arteche.com","64","[916378372]","2003-05-30","2018-12-31","SOCIEDAD ANONIMA","28200 LAS ROZAS DE MADRID (Madrid)","SAC MAKER SA","Desconocido","Activa","[916363540, 946011200]","['www.arteche.es', 'www.arteche.com']","mediana"
"A84646256","40191961.67","2017","3389499.93","GONZALEZ TAUSZ, JOSE ANGEL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","PLAZA MANUEL GOMEZ-MORENO, 2 - PISO 21","aeepower@aeepower.com","39","[915647014]","2006-03-21","2017-12-31","SOCIEDAD ANONIMA","28020 MADRID (Madrid)","AEE POWER EPC SA.","Desconocido","Activa","[917708777, 916492929, 916492945, 915156000]","['www.aeepower.com']","mediana"
"A85957827","3881400.39","2018","500000","DOMINGUEZ DOS SANTOS, CANDIDO JOSE","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE VARSOVIA, 25","info@isq.com.es","60","[987972978]","2010-07-09","2018-12-31","SOCIEDAD ANONIMA","28232 LAS ROZAS DE MADRID (Madrid)","INSTITUTO DE SOLDADURA E QUALIDADE SA","Desconocido","Activa","[987418084, 985088143, 916374385]","['www.isq-group.com']","mediana"
"A86224169","9832495.93","2018","573800","PEREZ BARRIO, GERMAN","6831 - Agentes de la propiedad inmobiliaria","CALLE BASILICA, 19 - PISO 3","administracion@v-valoraciones.es","62","Desconocido","2011-05-20","2018-12-31","SOCIEDAD ANONIMA","28020 MADRID (Madrid)","UVE VALORACIONES SA","Desconocido","Activa","[913914234]","Desconocido","mediana"
"A92064583","5651158.27","2018","1488359.05","FERNANDEZ BUSTILLO, EDUARDO JOSE","4121 - Construcción de edificios residenciales","CALLE JAEN, 9 - OFICINA 105","info@masfalt.com","19","[952602977]","1999-03-26","2018-12-31","SOCIEDAD ANONIMA","29004 MALAGA (Málaga)","MASFALT S.A.","['MASFALT S.A.']","Activa","[952122633, 955103525, 952222207]","Desconocido","pequeña"
"A95308730","12032636.32","2018","1800000","GONZALEZ DEL CASTILLO MARTINEZ, ALVARO","4121 - Construcción de edificios residenciales","CALLE RAMON GOMEZ DE LA SERNA, 23 - BJ","lainer@lainer.com","12","Desconocido","2004-04-06","2018-12-31","SOCIEDAD ANONIMA","29602 MARBELLA (Málaga)","LAINER GRUPO INMOBILIARIO SA","Desconocido","Activa","Desconocido","['www.lainer.es']","pequeña"
"A95439584","3916933","2018","60200","CLECH LAURENT, JEAN LOUIS","4321 - Instalaciones eléctricas","CALLE USAUSUAGA","insitel@insitelsa.es","21","[944154951]","2006-09-15","2018-12-31","SOCIEDAD ANONIMA","48970 BASAURI (Bizkaia)","INGENIERIA DE SISTEMAS Y TELEMANDO SA","Desconocido","Activa","[944155881]","['www.insitelsa.es']","pequeña"
"A97645402","28389089","2018","3111000","PLENIUM FMGP SL","3519 - Producción de energía eléctrica de otros tipos","CALLE MAESTRO CHANZA, 3 - PISO 1 B","info@pleniumpartners.com","0","Desconocido","2005-09-29","2018-12-31","SOCIEDAD ANONIMA","03400 VILLENA (Alicante)","ENERSTAR VILLENA SOCIEDAD ANONIMA","Desconocido","Activa","[914449980]","Desconocido","mediana"
"A99498255","28242804","2018","1300000","MARCO BLANCO, FERNANDO","4312 - Preparación de terrenos","CALLE MESSINA, 5","info@marcoinfraestructuras.com","75","Desconocido","2017-06-05","2018-12-31","SOCIEDAD ANONIMA","50197 ZARAGOZA (Zaragoza)","MARCO INFRAESTRUCTURAS Y MEDIO AMBIENTE SOCIEDAD ANONIMA.","Desconocido","Activa","[976151014]","['www.marcoinfraestructuras.com', 'www.grupomarco.org']","pequeña"
"B01345156","5932655.31","2018","15025","VELASCO ALEGRIA, ALBERTO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ALBERT EINSTEIN, 30","lek@grupodeitec.com","11","[945465574]","2002-12-19","2018-12-31","SOCIEDAD LIMITADA","01510 VITORIA-GASTEIZ (Araba/Álava)","LEK INGENIERIA Y SERVICIOS SL","['LEK']","Activa","[945465904]","['www.grupodeitec.com']","pequeña"
"B02180016","8813156.61","2017","6010","PANADERO DENIA, MIGUEL","6820 - Alquiler de bienes inmobiliarios por cuenta propia","AVENIDA QUINTA, 13 - 15","panadero@panadero.com","1","[967592410]","1993-07-26","2017-12-31","SOCIEDAD LIMITADA","02007 ALBACETE (Albacete)","PANADERO DENIA SL","Desconocido","Activa","[967592400]","['www.panadero.com']","pequeña"
"B02587889","888141.88","2018","3000","GOMEZ PALACIOS, ISAAC","4121 - Construcción de edificios residenciales","CALLE FERIA, 95 - BJ","Desconocido","14","Desconocido","2016-11-09","2018-12-31","SOCIEDAD LIMITADA","02004 ALBACETE (Albacete)","CONSTRUCCIONES Y PROMOCIONES PROJIBAL SOCIEDAD LIMITADA.","Desconocido","Activa","[967510370]","Desconocido","pequeña"
"B02596369","3444646.54","2018","3000","VALERO MUNERA, JESUS","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE ROSARIO, 3 - PISO 5 B","esmeralda.jaseconstruccion@gmail.com","40","Desconocido","2017-07-07","2018-12-31","SOCIEDAD LIMITADA","02001 ALBACETE (Albacete)","ESME JASE CONSTRUCCION SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B03409042","1008213.39","2018","30050.61","ESPINOSA ANDREU, MARIA JOSE","4321 - Instalaciones eléctricas","CALLE MARIA PARODI, 23","electricidad@pabloespinosa.com","15","Desconocido","1988-11-15","2018-12-31","SOCIEDAD LIMITADA","03181 TORREVIEJA (Alicante)","ELECTRICIDAD PABLO ESPINOSA SL","Desconocido","Activa","[965710288, 966706923]","['www.pabloespinosa.com']","pequeña"
"B04485686","4444077.69","2018","3006","BLANQUE SANCHEZ, ANGEL","4121 - Construcción de edificios residenciales","CARRETERA DE LOS MOTORES, 16","info@construccionesblanque.com","36","[950349442]","2004-05-19","2018-12-31","SOCIEDAD LIMITADA","04720 ROQUETAS DE MAR (Almería)","CONSTRUCCIONES ANGEL BLANQUE SANCHEZ SRL","Desconocido","Activa","[950349441]","['www.construccionesblanque.com']","pequeña"
"B06283790","4978040.58","2018","522054.4","MACIAS SANTOS, JOSE MANUEL","4121 - Construcción de edificios residenciales","CALLE COMARCA DE LA JARA, 1 - LOC","proveedores@majoin.es","39","[650440608]","1998-04-21","2018-12-31","SOCIEDAD LIMITADA","06800 MERIDA (Badajoz)","CONSTRUCCIONES MAJOIN SL","Desconocido","Activa","Desconocido","['www.majoin.es']","pequeña"
"B06550768","1743174.64","2018","3100","MIRON GOMEZ, JOSE CARLOS","4122 - Construcción de edificios no residenciales","CALLE HERMANOS VIDARTE, 30 - LOCAL B","tramitacion@serproconstrucciones.com","17","Desconocido","2008-12-01","2018-12-31","SOCIEDAD LIMITADA","06008 BADAJOZ (Badajoz)","SERPRO PROYECTOS Y CONSTRUCCIONES SL","Desconocido","Activa","[924254141]","['www.serproconstrucciones.es']","pequeña"
"B06561062","2644047.62","2018","45000","CIENFUEGOS MARIN, JOSE ANTONIO","4121 - Construcción de edificios residenciales","POLIGONO INDUSTRIAL FREXNENSE, 52","grupocienfuegos@hotmail.com","91","Desconocido","2009-05-14","2018-12-31","SOCIEDAD LIMITADA","06340 FREGENAL DE LA SIERRA (Badajoz)","GRUPO CIENFUEGOS MARIN SL","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B08708273","8573421","2018","120205","ZARDOYA OTIS SA REPRES PJ FRANCISCO JAVIER BARQUÍN ARMERO","2822 - Fabricación de maquinaria de elevación y manipulación","CALLE BALMES, 97 -101","consuelo.martinez@otis.com","71","[937660953]","1981-03-18","2018-11-30","SOCIEDAD LIMITADA","08370 CALELLA (Barcelona)","CRUXENT EDELMA ASPE S.L.","Desconocido","Activa","[937692679, 902194687, 932936239]","['www.cruxentedelma.com']","mediana"
"B08868168","6433717.29","2018","3660","MUNOZ MASJUAN, JORGE","4121 - Construcción de edificios residenciales","CALLE EQUADOR, S/N - ED ESPILL","info@esorosa.com","38","[938792973]","1983-12-28","2018-12-31","SOCIEDAD LIMITADA","08402 GRANOLLERS (Barcelona)","ESTRUCTURAS Y OBRAS LA ROCA SL","Desconocido","Activa","[938796750, 938794784, 938793921]","['www.esorosa.com']","pequeña"
"B10263945","12665815.2","2018","500000","ELECTRICA DEL OESTE SL","3514 - Comercio de energía eléctrica","AVENIDA VIRGEN DE GUADALUPE, 33 - TERCERA PLT","secretaria@eosa.es","45","[927211178]","2001-01-01","2018-12-31","SOCIEDAD LIMITADA","10001 CACERES (Cáceres)","EOSA ENERGIA SRL","['OESTE', 'OESTE DIGITAL']","Activa","[927225704, 927289554, 927289825, 927261148]","['www.eosa.es']","mediana"
"B10384246","5569284.62","2018","2984224","MARTIN FERNANDEZ, RAUL","4110 - Promoción inmobiliaria","PASEO DE EXTREMADURA, 17","Desconocido","15","Desconocido","2008-07-29","2018-12-31","SOCIEDAD LIMITADA","10680 MALPARTIDA DE PLASENCIA (Cáceres)","INVEXMARFE SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B11561248","8920775.66","2018","500000","DOMINGUEZ JIMENEZ, MANUEL","4122 - Construcción de edificios no residenciales","AVENIDA QUINTO CENTENARIO","info@belconobras.com","36","[956362896]","2002-08-05","2018-12-31","SOCIEDAD LIMITADA","11540 SANLUCAR DE BARRAMEDA (Cádiz)","BELCON OBRAS Y SERVICIOS SL","Desconocido","Activa","[956369007]","['www.belconobras.com']","pequeña"
"B11671864","11084931.91","2018","223076","OSBORNE GUTIERREZ, JOAQUIN MARIA","4121 - Construcción de edificios residenciales","CALLE DE LA INVESTIGACION, 4 - PLANTA 1","gestecosl@gestecosl.com","30","Desconocido","1992-01-17","2018-12-31","SOCIEDAD LIMITADA","11407 JEREZ DE LA FRONTERA (Cádiz)","GESTORES TECNICOS DE OBRAS SL","Desconocido","Activa","[956185782]","['www.gestecosl.com']","pequeña"
"B11810538","7150058.92","2016","48091","ERIC FAIRTLOUGH, ALEXANDER","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA DE LOS OLMOS, 1 - OFICINA 215","ruben@isati.aero","69","Desconocido","2005-03-03","2016-12-31","SOCIEDAD LIMITADA","01013 VITORIA-GASTEIZ (Araba/Álava)","ISATI ENGINEERING SOLUTIONS SOCIEDAD LIMITADA.","Desconocido","Activa","[945197111]","['www.isati.aero']","pequeña"
"B12671194","9124776.76","2014","7038000","FABREGAT CARRASCO, ADELA ISABEL","4121 - Construcción de edificios residenciales","AVENIDA DEL MAR, 48","recepcion@grupoactia.com","44","[964222582]","2005-02-21","2014-12-31","SOCIEDAD LIMITADA","12003 CASTELLON PLANA/CASTELLO PLANA (Castellón)","ACTIA INICIATIVAS SL (EN LIQUIDACION)","Desconocido","Disolución","Desconocido","['www.grupoactia.com']","pequeña"
"B12799110","1137183.66","2018","23010","LOPEZ MARTIN, OSCAR","4121 - Construcción de edificios residenciales","CALLE DEL BASALT, 4","produccion@caesca.es","10","Desconocido","2008-07-11","2018-12-31","SOCIEDAD LIMITADA","12530 BORRIANA/BURRIANA (Castellón)","CONSTRUCCIONES Y REFORMAS CAESCA SL","Desconocido","Activa","[964592938, 964570640]","Desconocido","pequeña"
"B12948824","2656300.55","2018","3000","MENERO CAMARA, FRANCISCO","4121 - Construcción de edificios residenciales","CALLE ONDA, 30 - 3 BJ","administracion@menero.com","24","Desconocido","2015-03-30","2018-12-31","SOCIEDAD LIMITADA","12600 LA VALL D'UIXO (Castellón)","MENERO CONSTRUCCIONES Y REFORMAS SL.","Desconocido","Activa","[964697433]","['www.menero.com']","pequeña"
"B13544283","2724622.31","2018","3020","DIAZ CANO ARAQUE, JUANA","4121 - Construcción de edificios residenciales","CALLE VIA PRINCIPAL, S/N - PLT PRIMERA, LOC DOCE","admon.encofrados.manchegos@gmail.com","72","Desconocido","2012-10-24","2018-12-31","SOCIEDAD LIMITADA","13200 MANZANARES (Ciudad Real)","ENCOFRADOS MANCHEGOS SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B14362974","1201434.18","2018","252420.02","REINA CARMONA, ENRIQUE","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CARRETERA A-318, KM 20","treico@treico.com","12","[957600222]","1993-07-16","2018-12-31","SOCIEDAD LIMITADA","14500 PUENTE GENIL (Córdoba)","TRANSPORTADORES TREICO SL","Desconocido","Activa","[957600150]","['www.treico.com']","pequeña"
"B14684948","436910.24","2018","4000","ROJANO JIMENEZ, MIGUEL","4121 - Construcción de edificios residenciales","CARRETERA SAN BERNARDO, 12","Desconocido","3","Desconocido","2004-04-15","2018-12-31","SOCIEDAD LIMITADA","14740 HORNACHUELOS (Córdoba)","CONSTRUCCIONES MIGUEL ROJANO SL","Desconocido","Activa","[957640823]","Desconocido","mediana"
"B14962617","1598437.71","2018","3012","MARTIN GAGO, JOSE ANTONIO","4122 - Construcción de edificios no residenciales","CALLE ROBLE, S/N","Desconocido","30","Desconocido","2013-01-24","2018-12-31","SOCIEDAD LIMITADA","14120 FUENTE PALMERA (Córdoba)","COLONIAL DE OBRAS CIVILES SL.","Desconocido","Ilocalizable según nuestras fuentes","Desconocido","Desconocido","pequeña"
"B15400419","6022083.07","2018","75000","NUNEZ ARES, ALBERTO","4121 - Construcción de edificios residenciales","AVENIDA DOCTOR MARTINEZ PARDO (TEIJEIRO), 72 - BJ","jmmr@ain-active.com","13","[981145623]","1992-12-21","2018-12-31","SOCIEDAD LIMITADA","15310 CURTIS (La Coruña)","AIN EMPRESA DE SERVICIOS PARA LA CONSTRUCCION SL","Desconocido","Activa","[981160249, 881896265]","['www.ainesc.com']","pequeña"
"B15617400","1528588.05","2018","120202.42","RODRIGUEZ GARCIA, RUBEN DARIO","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","LUGAR O AREAL, 3","osnor@osnor.es","19","[981851166]","1997-10-15","2018-12-31","SOCIEDAD LIMITADA","15230 OUTES (La Coruña)","OYS NOROESTE SL","Desconocido","Activa","[981842407]","['www.osnor.es']","pequeña"
"B15618598","4524631.49","2018","3005.06","VAZQUEZ REINO, DANIEL","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","AVENIDA RAZO, 22","construc@vazquezyreino.com","40","[981755532]","1997-10-23","2018-12-31","SOCIEDAD LIMITADA","15100 CARBALLO (La Coruña)","CONSTRUCCIONES RAMON VAZQUEZ Y REINO SL","Desconocido","Activa","[981755788]","['www.vazquezyreino.com']","pequeña"
"B15733256","13801931.89","2018","48000","ELOLA ELIZALDE, JOSE MARIA","4321 - Instalaciones eléctricas","CARRETERA CEDEIRA, KM 2","elinco@elinco.es","90","[981381233]","1999-11-26","2018-12-31","SOCIEDAD LIMITADA","15572 NARON (La Coruña)","ELINCO CONSTRUCCIONES ELECTRICAS SL","Desconocido","Concurso","[981381900]","['www.elinco.es']","grande"
"B15804107","38148125.4","2018","60000","COMBA RODRIGUEZ, ANTONIO","4321 - Instalaciones eléctricas","CALLE J, 27","tecnico@osmos.es","177","Desconocido","2001-09-24","2018-12-31","SOCIEDAD LIMITADA","15180 CULLEREDO (La Coruña)","OSMOS SISTEMAS ELECTRICOS SL","Desconocido","Activa","[981976218]","['www.osmos.es']","grande"
"B16548257","3834502.01","2018","3000","DURAN PIZA, LUIS","4121 - Construcción de edificios residenciales","LUGAR SON MACIA, 41","Desconocido","26","Desconocido","2017-10-30","2018-12-31","SOCIEDAD LIMITADA","07500 MANACOR (Baleares)","GLADIOL CONSTRUCCIONES DEL MEDITERRANEO SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B17054933","6254694.78","2018","19082.36","MASALO MASANA, JAUME","4321 - Instalaciones eléctricas","PASEO ESTACIO, 8","info@masalo.biz","100","Desconocido","1981-12-31","2018-12-31","SOCIEDAD LIMITADA","17172 LES PLANES D'HOSTOLES (Gerona)","MASALO INVEST SL.","Desconocido","Activa","[972448095]","['www.masalo.biz']","mediana"
"B17130287","5682625.94","2018","60100","COSTA SILVESTRE, MARIA CARMEN","4312 - Preparación de terrenos","CARRETERA MAS COSTA, 8","canpipa@canpipa.com","31","Desconocido","1987-03-25","2018-12-31","SOCIEDAD LIMITADA","17470 SANT PERE PESCADOR (Gerona)","CAN PIPA SL","Desconocido","Activa","[972520575]","['www.canpipa.com']","pequeña"
"B17430877","6758988.2","2018","182000","VIZERN ESQUENA, JAIME","2562 - Ingeniería mecánica por cuenta de terceros","CALLE PUIGPALTER, S/N","info@cmbsl.com","32","[972576070]","1995-01-20","2018-12-31","SOCIEDAD LIMITADA","17820 BANYOLES (Gerona)","CABLEADOS Y MONTAJES BANYOLES SL","Desconocido","Activa","[972581029, 972710330, 972647329, 972281450]","['www.cmbsl.com']","pequeña"
"B17817693","4726463.27","2017","6320","LOPEZ GOMEZ, AGUSTI","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE SALVADOR ALBERT, 24 - 1","tabiquescostabrava@tabiquescostabrava.com","50","[972323138]","2004-09-20","2017-12-31","SOCIEDAD LIMITADA","17220 SANT FELIU DE GUIXOLS (Gerona)","TABIQUES COSTA BRAVA SL","Desconocido","Activa","[972321887]","['www.tabiquescostabrava.com']","mediana"
"B18367201","2402234.28","2018","89220","RODRIGUEZ LORENZO, MIGUEL ANGEL","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE PERIODISTA FERNANDO GOMEZ DE LA CRUZ, 17","info@gruponacimiento.com","32","[958152009]","1994-08-12","2018-12-31","SOCIEDAD LIMITADA","18014 GRANADA (Granada)","NACIMIENTO, INFRAESTRUCTURAS Y MEDIOAMBIENTE SOCIEDAD LIMITADA.","Desconocido","Activa","[958170441]","['www.gruponacimiento.com']","pequeña"
"B18716639","4268410.83","2018","223630","RIQUELME CORDERO, CARLOS","4121 - Construcción de edificios residenciales","CALLE LAS DEHESAS, PTL I. LOC  12","administracion@urbana2.es","30","[958558809]","2005-02-16","2018-12-31","SOCIEDAD LIMITADA","18008 GRANADA (Granada)","URBANA INFRAESTRUCTURAS E INGENIERIA SL","Desconocido","Activa","[958576571]","['www.urbana2.es']","pequeña"
"B18997288","2763637.04","2018","31006","MORENO FUENTES, VICTORIANO MANUEL","4121 - Construcción de edificios residenciales","CALLE PUERTA REAL DE ESPAÑA, 1 - PISO 4º A , OFICINA 1","info@mulconsa.es","34","Desconocido","2012-06-26","2018-12-31","SOCIEDAD LIMITADA","18009 GRANADA (Granada)","MULTISERVICIOS Y CONSTRUCCIONES MULCONSA SOCIEDAD LIMITADA.","Desconocido","Activa","[958210475]","['www.mulconsa.es']","pequeña"
"B20121687","2575852.22","2018","21035","MONDRAGON ORTIZ DE ZARATE, JOSE RAMON","4321 - Instalaciones eléctricas","CALLE MATSARIA KALEA, 2","guria@electricidadguria.com","21","[943820027]","1992-04-15","2018-12-31","SOCIEDAD LIMITADA","20600 EIBAR (Gipuzkoa)","ELECTRICIDAD GURIA SL","Desconocido","Activa","[943700895]","['www.electricidadguria.com']","pequeña"
"B20668786","5607519.87","2018","175995.08","GOÑI ARRUABARRENA, MARIA TERESA","4122 - Construcción de edificios no residenciales","EDIFICIO IRUBIDE, OFICINA 48","ekolan@ekolan.es","21","[943376973]","1999-06-10","2018-12-31","SOCIEDAD LIMITADA","20160 LASARTE-ORIA (Gipuzkoa)","EKOLAN OBRAS Y SERVICIOS SL","Desconocido","Activa","[943360648]","['www.ekolan.es']","pequeña"
"B20893798","20204407.02","2018","480001","INARRA EGUILEGOR, JUAN BAUTISTA","4121 - Construcción de edificios residenciales","CALLE PORTUETXE, 59 - A","grupogailur@gailur.com","10","Desconocido","2005-12-19","2018-12-31","SOCIEDAD LIMITADA","20018 DONOSTIA/SAN SEBASTIAN (Gipuzkoa)","GAILUR TALDEA ERAIKUNTZAK SL","Desconocido","Activa","[943317303]","Desconocido","pequeña"
"B20894424","18805890.84","2017","34230000","PARERA FEMENIAS, ANA MARIA","4121 - Construcción de edificios residenciales","RAMBLA REI EN JAUME, 14 - PISO 1","aspemir@aspemir.com","4","Desconocido","2005-12-16","2017-12-31","SOCIEDAD LIMITADA","07500 MANACOR (Baleares)","ASPEMIR SL","Desconocido","Activa","[971844736]","Desconocido","pequeña"
"B22361307","73135.51","2018","3000","BALLARIN LARRAMONA, JOAQUIN","4321 - Instalaciones eléctricas","POLIGONO PARQUE TECNOLOGICO WALQA","Desconocido","1","Desconocido","2010-12-03","2018-12-31","SOCIEDAD LIMITADA","22197 HUESCA (Huesca)","SERVICIOS ENERGETICOS GREENBUILDING SOCIEDAD LIMITADA","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B23391329","1922361.72","2012","364116","CANTUDO RODRIGUEZ, JUAN CARLOS","2511 - Fabricación de estructuras metálicas y sus componentes","POLIGONO INDUSTRIAL AVE MARIA, 1 - CL A PARC. 1.11","info@cantudosl.com","42","[953515186]","1998-06-26","2012-12-31","SOCIEDAD LIMITADA","23740 ANDUJAR (Jaén)","SERVICIOS E INSTALACIONES CANTUDO SL","Desconocido","Activa","[953511483, 953532062]","['www.cantudosl.com']","pequeña"
"B23515752","2097959.27","2018","5066220","CABRERA DAOIZ, RAFAEL","6810 - Compraventa de bienes inmobiliarios por cuenta propia","CALLE FUENTE DEL ALAMILLO, 20 - BJ","fecada@fecada.es","17","[953261051]","2004-02-19","2018-12-31","SOCIEDAD LIMITADA","23006 JAEN (Jaén)","FECADA SOCIEDAD LIMITADA","Desconocido","Activa","[953261051]","['www.fecada.es']","pequeña"
"B24424087","7620364.26","2018","447144","BLANCO DE CASTRO, SEVERINO","2511 - Fabricación de estructuras metálicas y sus componentes","AVENIDA MAYORGA","losblancos@componenteslosblancos.es","57","[987752255]","2000-11-03","2018-12-31","SOCIEDAD LIMITADA","24200 VALENCIA DE DON JUAN (León)","COMPONENTES LOS BLANCOS SL","Desconocido","Activa","[987751220]","['www.construccionesmetalicaslosblancos.com']","mediana"
"B25077900","6385379.68","2018","60101","MORENO GAVIN, ANDRES JORDI","4321 - Instalaciones eléctricas","CALLE PALAUET, S/N","admon@electrodinamic.com","46","[973216036]","1988-10-07","2018-12-31","SOCIEDAD LIMITADA","25197 LLEIDA (Lérida)","ELECTRO DINAMIC JO-AN SL","Desconocido","Activa","[973211049, 973211850]","['www.electrodinamic.com']","pequeña"
"B25710625","7670202","2018","487945","ROCA ENRICH, RAMON","3811 - Recogida de residuos no peligrosos","PARQUE GARDENY","apinto@rosroca.es","24","Desconocido","2010-06-02","2018-12-31","SOCIEDAD LIMITADA","25003 LLEIDA (Lérida)","URBAN REFUSE DEVELOPMENT SL.","Desconocido","Activa","[973100801, 973508100, 973501118]","['www.urd-awc.com']","pequeña"
"B27186774","3763268.63","2018","115634.73","BLANCO TRIGO, JOSE ANGEL","4211 - Construcción de carreteras y autopistas","LUGAR CASTELO, 1","informacion@blancotrigo.com","44","[982399805]","1995-01-05","2018-12-31","SOCIEDAD LIMITADA","27150 OUTEIRO DE REI (Lugo)","TRANSFORMACIONES AGRARIAS ISIDRO HERMANOS BLANCO TRIGO SL","Desconocido","Activa","[982393286, 982328508]","['www.blancotrigo.com']","pequeña"
